# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2706
# Selected columns: 1/622 
# Timestamp: Fri, 18-Mar-2022 17:30:39
Gene ID	Gene Name	uterine cervix, cervical adenocarcinoma, HeLa
ENSG00000273659	ENSG00000273659	0.1
ENSG00000273669	ENSG00000273669	0.4
ENSG00000273674	ENSG00000273674	0.2
ENSG00000273675	ENSG00000273675	0.1
ENSG00000273680	ENSG00000273680	3.0
ENSG00000273682	ENSG00000273682	3.0
ENSG00000273687	ENSG00000273687	0.9
ENSG00000273702	ENSG00000273702	1.0
ENSG00000273703	H2BC14	0.2
ENSG00000273712	ENSG00000273712	0.3
ENSG00000273720	ENSG00000273720	0.2
ENSG00000273723	SUGT1-DT	5.0
ENSG00000273725	Metazoa_SRP	0.3
ENSG00000273727	U1	0.5
ENSG00000273729	ENSG00000273729	0.6
ENSG00000273733	ENSG00000273733	0.2
ENSG00000273747	ENSG00000273747	0.3
ENSG00000273748	ENSG00000273748	4.0
ENSG00000273749	CYFIP1	59.0
ENSG00000273759	ENSG00000273759	3.0
ENSG00000273760	ENSG00000273760	237.0
ENSG00000273763	ENSG00000273763	0.3
ENSG00000273769	LCA10	2.0
ENSG00000273781	ENSG00000273781	3.0
ENSG00000273783	ENSG00000273783	0.9
ENSG00000273784	ENSG00000273784	3.0
ENSG00000273786	ENSG00000273786	1.0
ENSG00000273795	ENSG00000273795	0.9
ENSG00000273796	ENSG00000273796	0.4
ENSG00000273802	H2BC8	1.0
ENSG00000273812	ENSG00000273812	3.0
ENSG00000273819	ENPP7P7	0.1
ENSG00000273820	USP27X	3.0
ENSG00000273821	ENSG00000273821	1.0
ENSG00000273824	ENSG00000273824	0.4
ENSG00000273828	ENSG00000273828	0.4
ENSG00000273841	TAF9	141.0
ENSG00000273855	ENSG00000273855	0.4
ENSG00000273866	Metazoa_SRP	2.0
ENSG00000273870	ENSG00000273870	0.4
ENSG00000273888	FRMD6-AS1	0.5
ENSG00000273890	ENSG00000273890	0.6
ENSG00000273891	ENSG00000273891	1.0
ENSG00000273893	ENSG00000273893	0.6
ENSG00000273899	NOL12	10.0
ENSG00000273901	ENSG00000273901	0.1
ENSG00000273903	ENSG00000273903	0.4
ENSG00000273906	ENSG00000273906	0.1
ENSG00000273913	Metazoa_SRP	0.3
ENSG00000273932	MIR6877	1.0
ENSG00000273933	ENSG00000273933	2.0
ENSG00000273950	Metazoa_SRP	0.9
ENSG00000273951	ENSG00000273951	0.1
ENSG00000273963	ENPP7P14	0.1
ENSG00000273965	ENSG00000273965	2.0
ENSG00000273973	ENSG00000273973	0.1
ENSG00000273975	Metazoa_SRP	0.4
ENSG00000273977	ENSG00000273977	1.0
ENSG00000273979	Metazoa_SRP	0.3
ENSG00000273980	ENSG00000273980	0.6
ENSG00000273983	H3C8	2.0
ENSG00000273986	Metazoa_SRP	0.5
ENSG00000273987	ENSG00000273987	1.0
ENSG00000273989	ENSG00000273989	0.1
ENSG00000273997	ENSG00000273997	0.3
ENSG00000274008	Metazoa_SRP	0.5
ENSG00000274010	ZFP91P1	0.1
ENSG00000274011	Metazoa_SRP	0.9
ENSG00000274012	RN7SL2	1909.0
ENSG00000274015	ENSG00000274015	1.0
ENSG00000274017	Metazoa_SRP	0.3
ENSG00000274020	LINC01138	2.0
ENSG00000274021	ENSG00000274021	0.1
ENSG00000274023	ENSG00000274023	0.7
ENSG00000274024	ENSG00000274024	0.5
ENSG00000274026	FAM27E3	7.0
ENSG00000274029	ENSG00000274029	0.1
ENSG00000274038	ENSG00000274038	1.0
ENSG00000274051	ENSG00000274051	6.0
ENSG00000274064	ENSG00000274064	0.8
ENSG00000274066	MIR6514	2.0
ENSG00000274068	ENSG00000274068	0.6
ENSG00000274070	CASTOR2	6.0
ENSG00000274077	ENSG00000274077	0.4
ENSG00000274080	ENSG00000274080	0.1
ENSG00000274090	ENSG00000274090	0.2
ENSG00000274092	ENSG00000274092	0.4
ENSG00000274093	ENSG00000274093	0.2
ENSG00000274097	RNA5SP535	0.7
ENSG00000274104	ENSG00000274104	4.0
ENSG00000274105	ENSG00000274105	2.0
ENSG00000274124	ENSG00000274124	1.0
ENSG00000274128	ENSG00000274128	0.4
ENSG00000274135	Metazoa_SRP	1.0
ENSG00000274150	FADS2B	0.1
ENSG00000274151	ENSG00000274151	1.0
ENSG00000274155	ENSG00000274155	0.6
ENSG00000274162	SNX18P1Y	0.6
ENSG00000274173	ENSG00000274173	0.1
ENSG00000274180	NATD1	0.9
ENSG00000274191	ENSG00000274191	0.7
ENSG00000274204	ENSG00000274204	0.1
ENSG00000274206	Metazoa_SRP	1.0
ENSG00000274210	RNVU1-27	2.0
ENSG00000274211	SOCS7	16.0
ENSG00000274213	ENSG00000274213	5.0
ENSG00000274215	ENSG00000274215	2.0
ENSG00000274216	Metazoa_SRP	0.3
ENSG00000274220	ENSG00000274220	1.0
ENSG00000274227	ENSG00000274227	2.0
ENSG00000274245	ENSG00000274245	4.0
ENSG00000274251	ENSG00000274251	0.3
ENSG00000274253	ENSG00000274253	0.2
ENSG00000274255	ENSG00000274255	1.0
ENSG00000274258	MIR6728	0.9
ENSG00000274259	SYNGAP1-AS1	0.1
ENSG00000274265	ENSG00000274265	3.0
ENSG00000274267	ENSG00000274267	2.0
ENSG00000274272	ENSG00000274272	2.0
ENSG00000274276	CBSL	0.5
ENSG00000274281	ENSG00000274281	3.0
ENSG00000274286	ADRA2B	0.1
ENSG00000274290	H2BC6	0.2
ENSG00000274292	ENSG00000274292	1.0
ENSG00000274297	ENSG00000274297	0.1
ENSG00000274299	ENSG00000274299	0.2
ENSG00000274300	MIR6864	2.0
ENSG00000274308	ENSG00000274308	0.2
ENSG00000274310	ENSG00000274310	0.3
ENSG00000274312	ENSG00000274312	0.3
ENSG00000274315	ENSG00000274315	2.0
ENSG00000274317	LINC02334	0.1
ENSG00000274322	ENSG00000274322	0.3
ENSG00000274326	ENSG00000274326	0.3
ENSG00000274333	ENSG00000274333	0.2
ENSG00000274340	ENSG00000274340	0.1
ENSG00000274341	ENSG00000274341	0.5
ENSG00000274346	ENSG00000274346	0.1
ENSG00000274349	ZNF658	1.0
ENSG00000274354	ENSG00000274354	0.3
ENSG00000274356	ENSG00000274356	5.0
ENSG00000274363	ENSG00000274363	0.4
ENSG00000274364	ENSG00000274364	0.6
ENSG00000274368	ENSG00000274368	2.0
ENSG00000274370	ENSG00000274370	0.5
ENSG00000274372	LINC02804	2.0
ENSG00000274383	ENSG00000274383	1.0
ENSG00000274386	TMEM269	0.2
ENSG00000274400	ENSG00000274400	0.2
ENSG00000274403	ENSG00000274403	2.0
ENSG00000274414	ENSG00000274414	0.5
ENSG00000274419	TBC1D3D	0.5
ENSG00000274422	ENSG00000274422	2.0
ENSG00000274425	ENSG00000274425	1.0
ENSG00000274427	ENSG00000274427	2.0
ENSG00000274428	RNVU1-25	1.0
ENSG00000274444	ENSG00000274444	1.0
ENSG00000274447	ENSG00000274447	0.2
ENSG00000274460	ENSG00000274460	1.0
ENSG00000274466	MIR1273H	0.7
ENSG00000274471	HERC2P7	5.0
ENSG00000274475	RN7SL650P	1.0
ENSG00000274483	ENSG00000274483	8.0
ENSG00000274487	NPEPPSP1	2.0
ENSG00000274492	ENSG00000274492	0.2
ENSG00000274494	MIR6832	5.0
ENSG00000274499	ENSG00000274499	0.1
ENSG00000274501	ENSG00000274501	2.0
ENSG00000274505	Metazoa_SRP	0.6
ENSG00000274509	ENSG00000274509	4.0
ENSG00000274512	TBC1D3L	0.1
ENSG00000274514	Metazoa_SRP	3.0
ENSG00000274515	ENSG00000274515	0.2
ENSG00000274520	ENSG00000274520	0.9
ENSG00000274523	RCC1L	87.0
ENSG00000274525	ENSG00000274525	0.3
ENSG00000274528	ENSG00000274528	1.0
ENSG00000274554	ENSG00000274554	0.1
ENSG00000274555	ENSG00000274555	2.0
ENSG00000274561	ENSG00000274561	4.0
ENSG00000274565	ENSG00000274565	2.0
ENSG00000274569	ENSG00000274569	0.6
ENSG00000274570	SPDYE10P	0.1
ENSG00000274578	ENSG00000274578	0.5
ENSG00000274589	Metazoa_SRP	0.5
ENSG00000274591	ENSG00000274591	1.0
ENSG00000274598	ENSG00000274598	0.2
ENSG00000274602	PI4KAP1	1.0
ENSG00000274605	PCCA-DT	19.0
ENSG00000274611	TBC1D3	0.1
ENSG00000274620	MIR378J	3.0
ENSG00000274627	ENSG00000274627	17.0
ENSG00000274629	ENSG00000274629	0.1
ENSG00000274641	H2BC17	4.0
ENSG00000274653	ENSG00000274653	4.0
ENSG00000274654	ENSG00000274654	3.0
ENSG00000274660	Metazoa_SRP	0.7
ENSG00000274667	ENSG00000274667	2.0
ENSG00000274677	ENSG00000274677	1.0
ENSG00000274695	ENSG00000274695	0.1
ENSG00000274704	Metazoa_SRP	0.3
ENSG00000274711	Metazoa_SRP	0.3
ENSG00000274712	ENSG00000274712	1.0
ENSG00000274713	MIR7974	1.0
ENSG00000274717	ENSG00000274717	0.1
ENSG00000274719	ENSG00000274719	0.7
ENSG00000274737	ENSG00000274737	1.0
ENSG00000274750	H3C6	0.8
ENSG00000274751	ENSG00000274751	0.3
ENSG00000274756	ENSG00000274756	2.0
ENSG00000274765	ENSG00000274765	0.7
ENSG00000274769	ENSG00000274769	0.4
ENSG00000274772	Metazoa_SRP	2.0
ENSG00000274776	ENSG00000274776	0.3
ENSG00000274798	ENSG00000274798	0.5
ENSG00000274799	Metazoa_SRP	0.6
ENSG00000274805	MIR6768	2.0
ENSG00000274808	TBC1D3B	3.0
ENSG00000274816	MIR6772	4.0
ENSG00000274817	ENSG00000274817	1.0
ENSG00000274818	ENSG00000274818	1.0
ENSG00000274825	ENSG00000274825	2.0
ENSG00000274827	LINC01297	0.1
ENSG00000274828	ENSG00000274828	2.0
ENSG00000274841	Metazoa_SRP	0.6
ENSG00000274847	ENSG00000274847	3.0
ENSG00000274848	Metazoa_SRP	0.6
ENSG00000274849	ENSG00000274849	8.0
ENSG00000274860	Metazoa_SRP	1.0
ENSG00000274877	ENSG00000274877	0.1
ENSG00000274884	ENSG00000274884	0.9
ENSG00000274886	SEPTIN14P17	0.4
ENSG00000274897	ENSG00000274897	1.0
ENSG00000274898	ENSG00000274898	0.3
ENSG00000274911	ENSG00000274911	5.0
ENSG00000274918	ENSG00000274918	0.3
ENSG00000274922	ENSG00000274922	0.1
ENSG00000274925	ZKSCAN2-DT	4.0
ENSG00000274928	KRT89P	0.1
ENSG00000274929	ENSG00000274929	0.1
ENSG00000274933	TBC1D3I	0.1
ENSG00000274940	MIR8083	3.0
ENSG00000274943	ENSG00000274943	2.0
ENSG00000274944	ENSG00000274944	0.5
ENSG00000274954	ENSG00000274954	0.3
ENSG00000274964	ENSG00000274964	3.0
ENSG00000274976	ENSG00000274976	0.2
ENSG00000274978	RNU11	2.0
ENSG00000274979	ENSG00000274979	0.3
ENSG00000274986	MIR6750	1.0
ENSG00000274987	ENSG00000274987	0.9
ENSG00000274991	ENSG00000274991	0.9
ENSG00000274995	ENSG00000274995	0.8
ENSG00000274997	H2AC12	0.8
ENSG00000275004	ZNF280B	1.0
ENSG00000275011	ALOXE3P1	0.1
ENSG00000275017	ENSG00000275017	0.8
ENSG00000275022	MIR6753	12.0
ENSG00000275023	MLLT6	34.0
ENSG00000275038	ENSG00000275038	1.0
ENSG00000275044	ENSG00000275044	3.0
ENSG00000275052	PPP4R3B	43.0
ENSG00000275055	ENSG00000275055	0.5
ENSG00000275056	ENSG00000275056	1.0
ENSG00000275065	ENSG00000275065	2.0
ENSG00000275066	SYNRG	10.0
ENSG00000275074	NUDT18	9.0
ENSG00000275084	SNORD91B	5.0
ENSG00000275091	ENSG00000275091	0.4
ENSG00000275092	ENSG00000275092	1.0
ENSG00000275097	ENSG00000275097	1.0
ENSG00000275104	ENSG00000275104	1.0
ENSG00000275106	ENSG00000275106	0.7
ENSG00000275111	ZNF2	4.0
ENSG00000275120	ENSG00000275120	0.1
ENSG00000275131	PDE4DIPP2	0.8
ENSG00000275132	RN7SL663P	0.5
ENSG00000275149	ENSG00000275149	0.1
ENSG00000275152	CCL16	0.3
ENSG00000275155	ENSG00000275155	0.3
ENSG00000275160	ENSG00000275160	16.0
ENSG00000275162	ENSG00000275162	0.9
ENSG00000275166	MIR6814	1.0
ENSG00000275175	ENSG00000275175	0.2
ENSG00000275178	ENSG00000275178	0.4
ENSG00000275179	ENSG00000275179	0.1
ENSG00000275180	ENSG00000275180	42.0
ENSG00000275183	LENG9	14.0
ENSG00000275191	ENSG00000275191	0.6
ENSG00000275198	ENSG00000275198	0.4
ENSG00000275202	ENSG00000275202	8.0
ENSG00000275207	MIR6740	3.0
ENSG00000275208	MIR6745	1.0
ENSG00000275212	LINC02826	0.1
ENSG00000275216	ENSG00000275216	55.0
ENSG00000275223	ENSG00000275223	5.0
ENSG00000275226	LINC00547	0.2
ENSG00000275227	ENSG00000275227	0.9
ENSG00000275234	ENSG00000275234	0.1
ENSG00000275235	ENSG00000275235	2.0
ENSG00000275236	ENSG00000275236	0.1
ENSG00000275263	ENSG00000275263	0.2
ENSG00000275271	ENSG00000275271	2.0
ENSG00000275278	ENSG00000275278	0.1
ENSG00000275287	Metazoa_SRP	2.0
ENSG00000275294	LINC02340	0.2
ENSG00000275314	ENSG00000275314	0.1
ENSG00000275318	ENSG00000275318	2.0
ENSG00000275322	ENSG00000275322	0.2
ENSG00000275325	PDCD6IPP1	0.1
ENSG00000275328	SPDYE19P	0.4
ENSG00000275329	ENSG00000275329	0.1
ENSG00000275340	FGD5P1	0.1
ENSG00000275342	PRAG1	20.0
ENSG00000275343	ENSG00000275343	0.2
ENSG00000275348	ENSG00000275348	0.3
ENSG00000275355	Metazoa_SRP	4.0
ENSG00000275363	ENSG00000275363	0.1
ENSG00000275367	ENSG00000275367	0.9
ENSG00000275371	ENSG00000275371	0.7
ENSG00000275374	ENSG00000275374	0.1
ENSG00000275381	ENSG00000275381	0.9
ENSG00000275383	ENSG00000275383	0.4
ENSG00000275389	ENSG00000275389	0.1
ENSG00000275392	ENSG00000275392	0.2
ENSG00000275393	ENSG00000275393	2.0
ENSG00000275400	ENSG00000275400	21.0
ENSG00000275401	ENSG00000275401	3.0
ENSG00000275403	ENSG00000275403	1.0
ENSG00000275413	ENSG00000275413	1.0
ENSG00000275417	ENSG00000275417	0.2
ENSG00000275426	ENSG00000275426	0.4
ENSG00000275431	ENSG00000275431	0.1
ENSG00000275437	ENSG00000275437	1.0
ENSG00000275439	ENSG00000275439	2.0
ENSG00000275441	ENSG00000275441	1.0
ENSG00000275445	ENSG00000275445	0.1
ENSG00000275450	PTGER4P2-CDK2AP2P2	0.1
ENSG00000275454	ENSG00000275454	0.6
ENSG00000275457	ENSG00000275457	2.0
ENSG00000275464	ENSG00000275464	4.0
ENSG00000275468	ENSG00000275468	2.0
ENSG00000275476	ENSG00000275476	0.3
ENSG00000275479	ENSG00000275479	2.0
ENSG00000275481	ENSG00000275481	0.4
ENSG00000275484	ENSG00000275484	2.0
ENSG00000275485	ENSG00000275485	0.9
ENSG00000275488	ENSG00000275488	0.1
ENSG00000275489	C17orf98	0.4
ENSG00000275491	LINC01730	0.1
ENSG00000275494	ENSG00000275494	4.0
ENSG00000275506	H3P25	0.4
ENSG00000275512	ENSG00000275512	4.0
ENSG00000275515	ENSG00000275515	2.0
ENSG00000275519	MIR6804	2.0
ENSG00000275529	SNORD116-4	23.0
ENSG00000275532	ENSG00000275532	3.0
ENSG00000275542	ENSG00000275542	0.5
ENSG00000275549	STPG3-AS1	0.2
ENSG00000275550	ENSG00000275550	0.5
ENSG00000275552	ENSG00000275552	0.1
ENSG00000275560	ENSG00000275560	8.0
ENSG00000275576	ENSG00000275576	0.7
ENSG00000275580	ENSG00000275580	1.0
ENSG00000275582	ENSG00000275582	2.0
ENSG00000275585	PDE4DIPP4	0.3
ENSG00000275586	Metazoa_SRP	2.0
ENSG00000275591	XKR5	0.1
ENSG00000275597	ANAPC1P5	0.3
ENSG00000275601	ENSG00000275601	3.0
ENSG00000275632	ENSG00000275632	7.0
ENSG00000275640	MIR6793	1.0
ENSG00000275645	ENSG00000275645	0.7
ENSG00000275649	ENSG00000275649	0.5
ENSG00000275651	MIR6851	3.0
ENSG00000275665	ENSG00000275665	0.7
ENSG00000275667	MIR6839	0.7
ENSG00000275672	ENSG00000275672	1.0
ENSG00000275678	ENSG00000275678	0.2
ENSG00000275682	ENSG00000275682	1.0
ENSG00000275686	ENSG00000275686	2.0
ENSG00000275696	Metazoa_SRP	0.3
ENSG00000275700	AATF	93.0
ENSG00000275709	ENSG00000275709	1.0
ENSG00000275713	H2BC9	4.0
ENSG00000275714	H3C1	0.9
ENSG00000275719	ENSG00000275719	1.0
ENSG00000275720	ENSG00000275720	0.1
ENSG00000275734	ENSG00000275734	0.9
ENSG00000275740	ENSG00000275740	0.8
ENSG00000275741	ENSG00000275741	0.3
ENSG00000275759	ENSG00000275759	0.7
ENSG00000275764	ENSG00000275764	10.0
ENSG00000275765	ENSG00000275765	5.0
ENSG00000275769	ENSG00000275769	2.0
ENSG00000275778	ENSG00000275778	0.4
ENSG00000275784	ENSG00000275784	0.5
ENSG00000275785	ENSG00000275785	0.5
ENSG00000275788	Metazoa_SRP	0.3
ENSG00000275793	RIMBP3	0.1
ENSG00000275807	ENSG00000275807	2.0
ENSG00000275816	MIR6500	0.9
ENSG00000275832	ARHGAP23	105.0
ENSG00000275833	ENSG00000275833	4.0
ENSG00000275835	TUBGCP5	23.0
ENSG00000275839	ENSG00000275839	0.2
ENSG00000275842	MIR941-5	1.0
ENSG00000275845	ENSG00000275845	0.7
ENSG00000275853	Metazoa_SRP	1.0
ENSG00000275854	ENSG00000275854	4.0
ENSG00000275858	ENSG00000275858	0.2
ENSG00000275874	PICSAR	52.0
ENSG00000275875	ENSG00000275875	2.0
ENSG00000275878	RN7SL43P	0.3
ENSG00000275880	ENSG00000275880	0.7
ENSG00000275881	Metazoa_SRP	3.0
ENSG00000275882	IKBKGP1	0.4
ENSG00000275888	ENSG00000275888	10.0
ENSG00000275894	ENSG00000275894	0.3
ENSG00000275895	U2AF1L5	0.4
ENSG00000275897	ENSG00000275897	0.1
ENSG00000275898	ENSG00000275898	0.1
ENSG00000275899	ENSG00000275899	1.0
ENSG00000275908	ENSG00000275908	0.8
ENSG00000275909	Metazoa_SRP	1.0
ENSG00000275910	ENSG00000275910	4.0
ENSG00000275924	MIR6807	2.0
ENSG00000275930	Y_RNA	0.8
ENSG00000275936	ENSG00000275936	0.6
ENSG00000275945	EIF3FP1	0.7
ENSG00000275955	ENSG00000275955	2.0
ENSG00000275956	ENSG00000275956	0.6
ENSG00000275964	ENSG00000275964	1.0
ENSG00000275966	ENSG00000275966	2.0
ENSG00000275967	MIR6880	1.0
ENSG00000275978	Metazoa_SRP	0.2
ENSG00000275993	SIK1B	40.0
ENSG00000276002	Metazoa_SRP	1.0
ENSG00000276007	ENSG00000276007	0.6
ENSG00000276017	ENSG00000276017	0.1
ENSG00000276023	DUSP14	74.0
ENSG00000276030	ENSG00000276030	0.2
ENSG00000276032	ENSG00000276032	3.0
ENSG00000276036	RNA5SP440	0.7
ENSG00000276043	UHRF1	121.0
ENSG00000276045	ORAI1	27.0
ENSG00000276047	RN7SL711P	0.3
ENSG00000276048	ENSG00000276048	0.6
ENSG00000276054	ENSG00000276054	0.9
ENSG00000276058	STMN1P1	0.9
ENSG00000276071	ENSG00000276071	0.4
ENSG00000276073	ENSG00000276073	0.1
ENSG00000276075	ENSG00000276075	0.8
ENSG00000276092	ENSG00000276092	0.2
ENSG00000276096	Metazoa_SRP	1.0
ENSG00000276103	U4	0.7
ENSG00000276107	THBS1-IT1	1.0
ENSG00000276115	ENSG00000276115	0.8
ENSG00000276116	FUT8-AS1	0.1
ENSG00000276117	ENSG00000276117	4.0
ENSG00000276122	ENSG00000276122	0.2
ENSG00000276124	MIR6855	1.0
ENSG00000276127	ENSG00000276127	0.1
ENSG00000276131	ENSG00000276131	2.0
ENSG00000276136	ENSG00000276136	0.1
ENSG00000276141	WHAMMP3	0.7
ENSG00000276148	ENSG00000276148	2.0
ENSG00000276166	ENSG00000276166	3.0
ENSG00000276169	MIR6871	1.0
ENSG00000276170	ENSG00000276170	70.0
ENSG00000276171	ENSG00000276171	4.0
ENSG00000276174	ENSG00000276174	0.5
ENSG00000276180	H4C9	17.0
ENSG00000276182	ENSG00000276182	2.0
ENSG00000276198	ENSG00000276198	2.0
ENSG00000276203	ANKRD20A3P	0.1
ENSG00000276216	ENSG00000276216	0.9
ENSG00000276223	ENSG00000276223	6.0
ENSG00000276234	TADA2A	15.0
ENSG00000276237	ENSG00000276237	2.0
ENSG00000276241	ENSG00000276241	2.0
ENSG00000276248	ENSG00000276248	2.0
ENSG00000276250	ENSG00000276250	0.4
ENSG00000276255	LINC02809	0.2
ENSG00000276256	ENSG00000276256	3.0
ENSG00000276259	ENSG00000276259	3.0
ENSG00000276261	ENSG00000276261	0.5
ENSG00000276266	ENSG00000276266	0.1
ENSG00000276272	ENSG00000276272	0.4
ENSG00000276282	ENSG00000276282	0.4
ENSG00000276291	FRG1HP	18.0
ENSG00000276292	ENSG00000276292	3.0
ENSG00000276293	PIP4K2B	50.0
ENSG00000276302	ENSG00000276302	0.1
ENSG00000276308	ENSG00000276308	0.8
ENSG00000276317	ENSG00000276317	5.0
ENSG00000276325	ENSG00000276325	2.0
ENSG00000276334	ENSG00000276334	1.0
ENSG00000276337	ENSG00000276337	0.2
ENSG00000276345	ENSG00000276345	0.1
ENSG00000276354	ENSG00000276354	5.0
ENSG00000276362	ENSG00000276362	0.2
ENSG00000276375	ENSG00000276375	0.3
ENSG00000276381	ENSG00000276381	6.0
ENSG00000276384	ENSG00000276384	0.2
ENSG00000276390	ENSG00000276390	4.0
ENSG00000276404	MIR6835	11.0
ENSG00000276408	ENSG00000276408	0.1
ENSG00000276418	ENSG00000276418	1.0
ENSG00000276434	ENSG00000276434	0.9
ENSG00000276445	ENSG00000276445	1.0
ENSG00000276449	ENSG00000276449	0.6
ENSG00000276488	ENSG00000276488	6.0
ENSG00000276493	Metazoa_SRP	1.0
ENSG00000276500	BMS1P14	0.5
ENSG00000276505	ENSG00000276505	0.2
ENSG00000276517	ENSG00000276517	0.7
ENSG00000276523	ENSG00000276523	2.0
ENSG00000276524	ENSG00000276524	0.7
ENSG00000276529	ENSG00000276529	14.0
ENSG00000276533	ENSG00000276533	0.2
ENSG00000276542	ENSG00000276542	0.1
ENSG00000276550	HERC2P2	16.0
ENSG00000276560	ENSG00000276560	4.0
ENSG00000276563	ENSG00000276563	0.4
ENSG00000276564	ENSG00000276564	0.1
ENSG00000276568	Metazoa_SRP	0.8
ENSG00000276569	ENSG00000276569	0.1
ENSG00000276570	ENSG00000276570	0.9
ENSG00000276571	ENSG00000276571	2.0
ENSG00000276573	ENSG00000276573	1.0
ENSG00000276575	MIR6895	8.0
ENSG00000276584	MIR6737	1.0
ENSG00000276592	PHBP6	0.1
ENSG00000276593	ENSG00000276593	0.4
ENSG00000276603	ENSG00000276603	6.0
ENSG00000276629	ENSG00000276629	6.0
ENSG00000276641	MIR6769A	2.0
ENSG00000276645	Metazoa_SRP	0.2
ENSG00000276649	ENSG00000276649	0.1
ENSG00000276662	ENSG00000276662	0.2
ENSG00000276663	ENSG00000276663	0.7
ENSG00000276672	ENSG00000276672	2.0
ENSG00000276691	ENSG00000276691	0.6
ENSG00000276696	Y_RNA	0.6
ENSG00000276698	ENSG00000276698	2.0
ENSG00000276704	ENSG00000276704	0.4
ENSG00000276705	ENSG00000276705	0.9
ENSG00000276710	CSPG4P10	2.0
ENSG00000276712	MIR7111	4.0
ENSG00000276718	ENSG00000276718	0.6
ENSG00000276724	ENSG00000276724	0.4
ENSG00000276727	ENSG00000276727	0.2
ENSG00000276728	ENSG00000276728	1.0
ENSG00000276729	Metazoa_SRP	0.3
ENSG00000276730	ENSG00000276730	1.0
ENSG00000276735	Metazoa_SRP	0.7
ENSG00000276744	ENSG00000276744	2.0
ENSG00000276757	RN7SL192P	1.0
ENSG00000276759	ENSG00000276759	0.1
ENSG00000276763	ENSG00000276763	1.0
ENSG00000276791	ENSG00000276791	0.8
ENSG00000276793	ENSG00000276793	0.7
ENSG00000276797	ENSG00000276797	1.0
ENSG00000276805	ENSG00000276805	0.9
ENSG00000276809	ENSG00000276809	0.3
ENSG00000276814	ENSG00000276814	1.0
ENSG00000276823	Metazoa_SRP	0.9
ENSG00000276830	MIR6730	1.0
ENSG00000276839	Metazoa_SRP	2.0
ENSG00000276840	PMS2P10	0.4
ENSG00000276850	ENSG00000276850	28.0
ENSG00000276851	ENSG00000276851	0.1
ENSG00000276852	ENSG00000276852	1.0
ENSG00000276853	ENSG00000276853	0.9
ENSG00000276855	ENSG00000276855	17.0
ENSG00000276863	ENSG00000276863	0.4
ENSG00000276867	ENSG00000276867	0.3
ENSG00000276883	ENSG00000276883	2.0
ENSG00000276900	ENSG00000276900	1.0
ENSG00000276903	H2AC16	0.2
ENSG00000276916	ENSG00000276916	4.0
ENSG00000276918	Metazoa_SRP	0.3
ENSG00000276925	ENSG00000276925	2.0
ENSG00000276926	MIR6797	5.0
ENSG00000276931	ENSG00000276931	1.0
ENSG00000276934	ENSG00000276934	0.3
ENSG00000276945	ENSG00000276945	0.3
ENSG00000276952	ENSG00000276952	0.9
ENSG00000276966	H4C5	2.0
ENSG00000276968	ENSG00000276968	0.4
ENSG00000276980	ENSG00000276980	0.2
ENSG00000276984	ENSG00000276984	1.0
ENSG00000276988	Metazoa_SRP	3.0
ENSG00000276995	ENSG00000276995	0.7
ENSG00000276997	ENSG00000276997	4.0
ENSG00000277007	ENSG00000277007	0.3
ENSG00000277017	ENSG00000277017	0.1
ENSG00000277021	ENSG00000277021	0.7
ENSG00000277039	Metazoa_SRP	0.5
ENSG00000277048	ENSG00000277048	1095.0
ENSG00000277049	RNA5SP530	2.0
ENSG00000277050	ENSG00000277050	0.1
ENSG00000277051	Metazoa_SRP	0.5
ENSG00000277052	MIR6763	2.0
ENSG00000277053	GTF2IP1	1.0
ENSG00000277057	MIR6779	1.0
ENSG00000277072	STAG3L2	16.0
ENSG00000277075	H2AC8	5.0
ENSG00000277089	CCL3-AS1	0.2
ENSG00000277117	ENSG00000277117	0.3
ENSG00000277118	Metazoa_SRP	0.3
ENSG00000277123	ENSG00000277123	1.0
ENSG00000277127	Metazoa_SRP	0.7
ENSG00000277128	ENSG00000277128	0.1
ENSG00000277129	ENSG00000277129	1.0
ENSG00000277130	ENSG00000277130	0.2
ENSG00000277136	Metazoa_SRP	1.0
ENSG00000277142	LINC00235	3.0
ENSG00000277144	ENSG00000277144	2.0
ENSG00000277147	LINC00869	3.0
ENSG00000277149	TYW1B	2.0
ENSG00000277150	F8A3	12.0
ENSG00000277151	ENSG00000277151	0.1
ENSG00000277152	ENSG00000277152	0.2
ENSG00000277156	TOMM40P1	0.2
ENSG00000277157	H4C4	0.7
ENSG00000277159	ENSG00000277159	0.2
ENSG00000277161	PIGW	28.0
ENSG00000277170	ENSG00000277170	1.0
ENSG00000277173	ENSG00000277173	0.1
ENSG00000277182	ENSG00000277182	1.0
ENSG00000277189	ENSG00000277189	0.9
ENSG00000277196	ENSG00000277196	0.1
ENSG00000277200	ENSG00000277200	0.9
ENSG00000277201	ENSG00000277201	9.0
ENSG00000277203	ENSG00000277203	7.0
ENSG00000277215	SPANXA2-OT1	0.1
ENSG00000277218	ENSG00000277218	1.0
ENSG00000277224	H2BC7	2.0
ENSG00000277232	GTSE1-DT	0.8
ENSG00000277235	ENSG00000277235	0.7
ENSG00000277245	ENSG00000277245	0.7
ENSG00000277246	ENSG00000277246	0.2
